state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CA;enrollmetric;pp_stloc_raw_CA;pp_fed_raw_CA;pp_total_raw_CA;pp_site_stloc_raw_CA;pp_site_fed_raw_CA;pp_site_raw_CA;pp_centshare_stloc_raw_CA;pp_centshare_fed_raw_CA;pp_centshare_raw_CA;schoolstloc_raw_CA;schoolfed_raw_CA;schooltot_raw_CA;countenroll;noaudit;nositecen;adfinvars;distflex;charter_CA;distexclu_raw_CA;disttotwexclu_raw_CA;flag_NERDS
CA;2018-2019;19645920000000;19645926013965;Hawthorne;Hawthorne Middle;0616680;061668002094;829; 06-08;3;829;CALPADS Fall 1 Submission enrollment;11660;1179;12839;7300;155;7455;4360;1024;5384;9666140;977391;10643531;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;19645920000000;19645926013973;Hawthorne;Jefferson;0616680;061668002095;536; KG-05;2;536;CALPADS Fall 1 Submission enrollment;11597;1689;13286;7237;665;7902;4360;1024;5384;6215992;905304;7121296;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;19645920000000;19645926117246;Hawthorne;Kornblum;0616680;061668008503;661; KG-05;2;661;CALPADS Fall 1 Submission enrollment;11225;1654;12879;6865;630;7495;4360;1024;5384;7419725;1093294;8513019;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;19645920000000;19645926115265;Hawthorne;Prairie Vista Middle;0616680;061668007520;833; 06-08;3;833;CALPADS Fall 1 Submission enrollment;11513;1810;13323;7153;786;7939;4360;1024;5384;9590329;1507730;11098059;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;19645920000000;19645926013981;Hawthorne;Ramona;0616680;061668002096;759; KG-05;2;759;CALPADS Fall 1 Submission enrollment;11711;1625;13336;7351;601;7952;4360;1024;5384;8888649;1233375;10122024;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;19645920000000;19645926013999;Hawthorne;Washington;0616680;061668002097;597; KG-05;2;597;CALPADS Fall 1 Submission enrollment;11584;2345;13929;7224;1321;8545;4360;1024;5384;6915648;1399965;8315613;1;0;0;0;1;N/A;21245531;127028488;0
CA;2018-2019;19645920000000;19645926014013;Hawthorne;York;0616680;061668002099;523; KG-05;2;523;CALPADS Fall 1 Submission enrollment;13040;1850;14890;8680;826;9506;4360;1024;5384;6819920;967550;7787470;1;0;0;0;1;N/A;21245531;127028488;0
CA;2018-2019;19645920000000;19645926014039;Hawthorne;Zela Davis;0616680;061668002101;1126; KG-05;2;1126;CALPADS Fall 1 Submission enrollment;10573;1781;12354;6213;757;6970;4360;1024;5384;11905198;2005406;13910604;1;0;0;0;1;N/A;21245531;127028488;1
CA;2018-2019;01611920000000;01611926056956;Hayward Unified;Anthony W. Ochoa Middle;0616740;061674009847;588; 07-08;3;588;CALPADS Fall 1 Submission enrollment;2256;601;2857;1780;379;2159;476;222;698;1326528;353388;1679916;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000889;Hayward Unified;Bowman Elementary;0616740;061674002104;301; KG-06;2;301;CALPADS Fall 1 Submission enrollment;3056;970;4026;2580;748;3328;476;222;698;919856;291970;1211826;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920133009;Hayward Unified;Brenkwitz High;0616740;061674002123;161; 09-12;4;161;CALPADS Fall 1 Submission enrollment;4211;793;5004;3735;571;4306;476;222;698;677971;127673;805644;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926056931;Hayward Unified;Bret Harte Middle;0616740;061674002105;605; 07-08;3;605;CALPADS Fall 1 Submission enrollment;1192;819;2011;716;597;1313;476;222;698;721160;495495;1216655;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000905;Hayward Unified;Burbank Elementary;0616740;061674002106;867; KG-06;2;867;CALPADS Fall 1 Submission enrollment;1088;859;1947;612;637;1249;476;222;698;943296;744753;1688049;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926056949;Hayward Unified;Cesar Chavez Middle;0616740;061674002118;554; 07-08;3;554;CALPADS Fall 1 Submission enrollment;1530;891;2421;1054;669;1723;476;222;698;847620;493614;1341234;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000913;Hayward Unified;Cherryland Elementary;0616740;061674002108;746; KG-06;2;746;CALPADS Fall 1 Submission enrollment;1376;666;2042;900;444;1344;476;222;698;1026496;496836;1523332;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000921;Hayward Unified;East Avenue Elementary;0616740;061674002109;568; KG-06;2;568;CALPADS Fall 1 Submission enrollment;2930;620;3550;2454;398;2852;476;222;698;1664240;352160;2016400;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926090583;Hayward Unified;Eden Gardens Elementary;0616740;061674002110;552; KG-06;2;552;CALPADS Fall 1 Submission enrollment;1909;585;2494;1433;363;1796;476;222;698;1053768;322920;1376688;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000947;Hayward Unified;Eldridge Elementary;0616740;061674002111;378; KG-06;2;378;CALPADS Fall 1 Submission enrollment;1032;845;1877;556;623;1179;476;222;698;390096;319410;709506;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000962;Hayward Unified;Fairview Elementary;0616740;061674002113;549; KG-06;2;549;CALPADS Fall 1 Submission enrollment;1931;761;2692;1455;539;1994;476;222;698;1060119;417789;1477908;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926113815;Hayward Unified;Faith Ringgold School of Arts and Science;0616740;061674005622;132; KG-08;3;132;CALPADS Fall 1 Submission enrollment;2417;309;2726;1941;87;2028;476;222;698;319044;40788;359832;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000988;Hayward Unified;Glassbrook Elementary;0616740;061674002114;515; KG-06;2;515;CALPADS Fall 1 Submission enrollment;1904;1019;2923;1428;797;2225;476;222;698;980560;524785;1505345;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926000996;Hayward Unified;Harder Elementary;0616740;061674002115;569; KG-06;2;569;CALPADS Fall 1 Submission enrollment;1673;828;2501;1197;606;1803;476;222;698;951937;471132;1423069;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920133629;Hayward Unified;Hayward High;0616740;061674002116;1637; 09-12;4;1637;CALPADS Fall 1 Submission enrollment;1567;572;2139;1091;350;1441;476;222;698;2565179;936364;3501543;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920131334;Hayward Unified;Highland;0616740;061674013823;23; KG-12;4;23;CALPADS Fall 1 Submission enrollment;16680;226;16906;16204;4;16208;476;222;698;383640;5198;388838;1;0;0;0;1;N/A;6;48824261;0
CA;2018-2019;01611920000000;01611926001044;Hayward Unified;Longwood Elementary;0616740;061674002120;651; KG-06;2;651;CALPADS Fall 1 Submission enrollment;1438;530;1968;962;308;1270;476;222;698;936138;345030;1281168;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001051;Hayward Unified;Lorin A. Eden Elementary;0616740;061674002121;389; KG-06;2;389;CALPADS Fall 1 Submission enrollment;2433;755;3188;1957;533;2490;476;222;698;946437;293695;1240132;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926066476;Hayward Unified;Martin Luther King, Jr. Middle;0616740;061674002107;757; 07-08;3;757;CALPADS Fall 1 Submission enrollment;1986;543;2529;1510;321;1831;476;222;698;1503402;411051;1914453;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920135319;Hayward Unified;Mt. Eden High;0616740;061674002124;1979; 09-12;4;1979;CALPADS Fall 1 Submission enrollment;1318;508;1826;842;286;1128;476;222;698;2608322;1005332;3613654;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001093;Hayward Unified;Palma Ceia Elementary;0616740;061674002126;551; KG-06;2;551;CALPADS Fall 1 Submission enrollment;1893;882;2775;1417;660;2077;476;222;698;1043043;485982;1529025;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001101;Hayward Unified;Park Elementary;0616740;061674002127;532; KG-06;2;532;CALPADS Fall 1 Submission enrollment;1416;799;2215;940;577;1517;476;222;698;753312;425068;1178380;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001127;Hayward Unified;Ruus Elementary;0616740;061674002129;486; KG-06;2;486;CALPADS Fall 1 Submission enrollment;1956;875;2831;1480;653;2133;476;222;698;950616;425250;1375866;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001135;Hayward Unified;Schafer Park Elementary;0616740;061674002130;778; KG-06;2;778;CALPADS Fall 1 Submission enrollment;1509;754;2263;1033;532;1565;476;222;698;1174002;586612;1760614;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001176;Hayward Unified;Southgate Elementary;0616740;061674002132;677; KG-06;2;677;CALPADS Fall 1 Submission enrollment;3463;441;3904;2987;219;3206;476;222;698;2344451;298557;2643008;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920111815;Hayward Unified;Stonebrae Elementary;0616740;061674011550;745; KG-06;2;745;CALPADS Fall 1 Submission enrollment;2091;577;2668;1615;355;1970;476;222;698;1557795;429865;1987660;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926062160;Hayward Unified;Strobridge Elementary;0616740;061674008855;492; KG-06;2;492;CALPADS Fall 1 Submission enrollment;929;676;1605;453;454;907;476;222;698;457068;332592;789660;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611920138339;Hayward Unified;Tennyson High;0616740;061674002135;1423; 09-12;4;1423;CALPADS Fall 1 Submission enrollment;1651;804;2455;1175;582;1757;476;222;698;2349373;1144092;3493465;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926001192;Hayward Unified;Treeview Elementary;0616740;061674002136;461; KG-06;2;461;CALPADS Fall 1 Submission enrollment;1855;480;2335;1379;258;1637;476;222;698;855155;221280;1076435;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926104566;Hayward Unified;Tyrrell Elementary;0616740;061674008146;675; KG-06;2;675;CALPADS Fall 1 Submission enrollment;1073;787;1860;597;565;1162;476;222;698;724275;531225;1255500;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;01611920000000;01611926056972;Hayward Unified;Winton Middle;0616740;061674002137;505; 07-08;3;505;CALPADS Fall 1 Submission enrollment;2122;768;2890;1646;546;2192;476;222;698;1071610;387840;1459450;1;0;0;0;1;N/A;6;48824261;1
CA;2018-2019;49753900000000;49753900124230;Healdsburg Unified;Healdsburg Charter;0600044;060004412872;270; 01-05;2;270;CALPADS Fall 1 Submission enrollment;14294;0;14294;NA;NA;NA;NA;NA;NA;3859380;0;NA;1;0;0;0;1;Locally funded;667;24189791;0
CA;2018-2019;49753900000000;49753906051791;Healdsburg Unified;Healdsburg Elementary;0600044;060004402139;262; KG-05;2;262;CALPADS Fall 1 Submission enrollment;18259;1259;19518;11168;967;12135;7091;292;7383;4783858;329858;5113716;1;0;0;0;1;N/A;667;24189791;0
CA;2018-2019;49753900000000;49753904932554;Healdsburg Unified;Healdsburg High;0600044;060004402140;522; 09-12;4;522;CALPADS Fall 1 Submission enrollment;17676;363;18039;10585;71;10656;7091;292;7383;9226872;189486;9416358;1;0;0;0;1;N/A;667;24189791;1
CA;2018-2019;49753900000000;49753906060222;Healdsburg Unified;Healdsburg Junior High;0600044;060004402141;350; 06-08;3;350;CALPADS Fall 1 Submission enrollment;15463;346;15809;8372;54;8426;7091;292;7383;5412050;121100;5533150;1;0;0;0;1;N/A;667;24189791;1
CA;2018-2019;49753900000000;49753904930251;Healdsburg Unified;Marce Becerra Academy;0600044;060004406727;24; 09-12;4;24;CALPADS Fall 1 Submission enrollment;10813;292;11105;3722;0;3722;7091;292;7383;259512;7008;266520;1;0;0;0;1;N/A;667;24189791;1
CA;2018-2019;37683380114462;01144620114462;Health Sciences High;Health Sciences High;0602374;060237412179;575; 09-12;4;575;CALPADS Fall 1 Submission enrollment;13474;1046;14520;NA;NA;NA;NA;NA;NA;7747550;601450;NA;1;0;0;0;1;Directly funded;0;8349000;0
CA;2018-2019;37683380128066;01280660128066;Health Sciences Middle;Health Sciences Middle;0601510;060151013655;99; 06-08;3;99;CALPADS Fall 1 Submission enrollment;14095;1047;15142;NA;NA;NA;NA;NA;NA;1395405;103653;NA;1;0;0;0;1;Directly funded;0;1499058;0
CA;2018-2019;15636280138131;01381310138131;Heartland Charter;Heartland Charter;0601590;060159014226;2849; KG-12;4;2849;CALPADS Fall 1 Submission enrollment;8785;0;8785;NA;NA;NA;NA;NA;NA;25028465;0;NA;1;0;0;0;1;Directly funded;1287317;26315782;0
CA;2018-2019;13631310000000;13631310135657;Heber Elementary;Dogwood Elementary;0616830;061683012918;580; KG-03;2;568;CALPADS Fall 1 Submission enrollment;7806;2026;9832;7467;372;7839;339;1654;1993;4433808;1150768;5584576;1;0;0;0;1;N/A;0;11732980;0
CA;2018-2019;13631310000000;13631316008502;Heber Elementary;Heber Elementary;0616830;061683002144;699; 04-08;3;699;CALPADS Fall 1 Submission enrollment;7952;844;8796;6298;505;6803;1654;339;1993;5558448;589956;6148404;1;0;0;0;1;N/A;0;11732980;0
CA;2018-2019;36677360000000;36677360116723;Helendale Elementary;Academy of Careers and Exploration;0616860;061686012368;324; 07-12;4;324;CALPADS Fall 1 Submission enrollment;10349;416;10765;NA;NA;NA;NA;NA;NA;3353076;134784;NA;1;0;0;0;1;Locally funded;1987241;13541281;0
CA;2018-2019;36677360000000;36677366035935;Helendale Elementary;Helendale Elementary;0616860;061686002146;486; KG-06;2;486;CALPADS Fall 1 Submission enrollment;10215;522;10737;7217;452;7669;2998;70;3068;4964490;253692;5218182;1;0;0;0;1;N/A;1987241;13541281;0
CA;2018-2019;36677360000000;36677360130948;Helendale Elementary;Independence Charter Academy;0616860;061686013836;92; KG-12;4;92;CALPADS Fall 1 Submission enrollment;11687;20;11707;NA;NA;NA;NA;NA;NA;1075204;1840;NA;1;0;0;0;1;Locally funded;1987241;13541281;0
CA;2018-2019;36677360000000;36677366107072;Helendale Elementary;Riverview Middle;0616860;061686009376;138; 07-08;3;138;CALPADS Fall 1 Submission enrollment;11770;1063;12833;8772;993;9765;2998;70;3068;1624260;146694;1770954;1;0;0;0;1;N/A;1987241;13541281;0
CA;2018-2019;37681303732732;37327323732732;Helix High;Helix High;0602211;060221102023;2428; 09-12;4;2428;CALPADS Fall 1 Submission enrollment;11254;407;11661;NA;NA;NA;NA;NA;NA;27324712;988196;NA;1;0;0;0;1;Directly funded;0;28312908;0
CA;2018-2019;33670820000000;33670826084628;Hemet Unified;Acacia Middle;0616920;061692002148;811; 06-08;3;811;CALPADS Fall 1 Submission enrollment;11605;1450;13055;8099;521;8620;3506;929;4435;9411655;1175950;10587605;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670823330065;Hemet Unified;Alessandro High;0616920;061692002149;329; 09-12;4;329;CALPADS Fall 1 Submission enrollment;14588;1496;16084;11082;567;11649;3506;929;4435;4799452;492184;5291636;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820132167;Hemet Unified;ASPIRE Community Day;0616920;061692013907;73; 07-12;4;73;CALPADS Fall 1 Submission enrollment;37258;1586;38844;33752;657;34409;3506;929;4435;2719834;115778;2835612;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826110415;Hemet Unified;Bautista Creek Elementary;0616920;061692000943;969; KG-05;2;969;CALPADS Fall 1 Submission enrollment;11222;1308;12530;7716;379;8095;3506;929;4435;10874118;1267452;12141570;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820102772;Hemet Unified;Cawston Elementary;0616920;061692011018;811; KG-05;2;811;CALPADS Fall 1 Submission enrollment;11127;1291;12418;7621;362;7983;3506;929;4435;9023997;1047001;10070998;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032080;Hemet Unified;Cottonwood Elementary;0616920;061692002150;209; KG-08;3;209;CALPADS Fall 1 Submission enrollment;18295;1732;20027;14789;803;15592;3506;929;4435;3823655;361988;4185643;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826112007;Hemet Unified;Dartmouth Middle;0616920;061692003586;1136; 06-08;3;1136;CALPADS Fall 1 Submission enrollment;10198;1414;11612;6692;485;7177;3506;929;4435;11584928;1606304;13191232;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820102780;Hemet Unified;Diamond Valley Middle;0616920;061692011019;1084; 06-08;3;1084;CALPADS Fall 1 Submission enrollment;10297;1376;11673;6791;447;7238;3506;929;4435;11161948;1491584;12653532;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820107631;Hemet Unified;Family Tree Learning Center;0616920;061692011022;110; KG-08;3;110;CALPADS Fall 1 Submission enrollment;13232;1053;14285;9726;124;9850;3506;929;4435;1455520;115830;1571350;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826109805;Hemet Unified;Fruitvale Elementary;0616920;061692010276;809; KG-05;2;809;CALPADS Fall 1 Submission enrollment;11033;1353;12386;7527;424;7951;3506;929;4435;8925697;1094577;10020274;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820107359;Hemet Unified;Hamilton Elementary;0616920;061692011021;431; KG-08;3;431;CALPADS Fall 1 Submission enrollment;13160;1405;14565;9654;476;10130;3506;929;4435;5671960;605555;6277515;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820106716;Hemet Unified;Hamilton High;0616920;061692011020;275; 09-12;4;275;CALPADS Fall 1 Submission enrollment;22641;1990;24631;19135;1061;20196;3506;929;4435;6226275;547250;6773525;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820101139;Hemet Unified;Harmony Elementary;0616920;061692011261;738; KG-05;2;738;CALPADS Fall 1 Submission enrollment;10715;1327;12042;7209;398;7607;3506;929;4435;7907670;979326;8886996;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670823330503;Hemet Unified;Helen Hunt Jackson College Prep High;0616920;061692009555;282; 09-12;4;282;CALPADS Fall 1 Submission enrollment;15596;1257;16853;12090;328;12418;3506;929;4435;4398072;354474;4752546;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820135251;Hemet Unified;Hemet Elementary;0616920;061692014164;813; KG-05;2;813;CALPADS Fall 1 Submission enrollment;11165;1214;12379;7659;285;7944;3506;929;4435;9077145;986982;10064127;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670823332673;Hemet Unified;Hemet High;0616920;061692002154;2489; 09-12;4;2489;CALPADS Fall 1 Submission enrollment;11399;1494;12893;7893;565;8458;3506;929;4435;28372111;3718566;32090677;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032114;Hemet Unified;Idyllwild Elementary;0616920;061692002155;327; KG-08;3;327;CALPADS Fall 1 Submission enrollment;14388;1432;15820;10882;503;11385;3506;929;4435;4704876;468264;5173140;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826118731;Hemet Unified;Jacob Wiens Elementary;0616920;061692010349;735; KG-05;2;735;CALPADS Fall 1 Submission enrollment;10535;1293;11828;7029;364;7393;3506;929;4435;7743225;950355;8693580;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032122;Hemet Unified;Little Lake Elementary;0616920;061692002156;756; KG-05;2;756;CALPADS Fall 1 Submission enrollment;12748;1797;14545;9242;868;10110;3506;929;4435;9637488;1358532;10996020;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820101121;Hemet Unified;McSweeny Elementary;0616920;061692011164;729; KG-05;2;729;CALPADS Fall 1 Submission enrollment;10655;1396;12051;7149;467;7616;3506;929;4435;7767495;1017684;8785179;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032130;Hemet Unified;Ramona Elementary;0616920;061692002157;624; KG-05;2;624;CALPADS Fall 1 Submission enrollment;11793;1420;13213;8287;491;8778;3506;929;4435;7358832;886080;8244912;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820116962;Hemet Unified;Rancho Viejo Middle;0616920;061692012275;1291; 06-08;3;1291;CALPADS Fall 1 Submission enrollment;10441;1433;11874;6935;504;7439;3506;929;4435;13479331;1850003;15329334;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820113159;Hemet Unified;Tahquitz High;0616920;061692012024;1671; 09-12;4;1671;CALPADS Fall 1 Submission enrollment;12067;1559;13626;8561;630;9191;3506;929;4435;20163957;2605089;22769046;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826106728;Hemet Unified;Valle Vista Elementary;0616920;061692009144;727; KG-05;2;727;CALPADS Fall 1 Submission enrollment;11850;1325;13175;8344;396;8740;3506;929;4435;8614950;963275;9578225;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670823330537;Hemet Unified;West Valley High;0616920;061692009852;1797; 09-12;4;1797;CALPADS Fall 1 Submission enrollment;12302;1742;14044;8796;813;9609;3506;929;4435;22106694;3130374;25237068;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670820120675;Hemet Unified;Western Center Academy;0616920;061692012464;678; 06-12;4;678;CALPADS Fall 1 Submission enrollment;8392;0;8392;NA;NA;NA;NA;NA;NA;5689776;0;NA;1;0;0;0;1;Locally funded;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032148;Hemet Unified;Whittier Elementary;0616920;061692002158;798; KG-05;2;798;CALPADS Fall 1 Submission enrollment;11374;1425;12799;7868;496;8364;3506;929;4435;9076452;1137150;10213602;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;33670820000000;33670826032155;Hemet Unified;Winchester Elementary;0616920;061692002159;475; KG-05;2;475;CALPADS Fall 1 Submission enrollment;13336;1411;14747;9830;482;10312;3506;929;4435;6334600;670225;7004825;1;0;0;0;1;N/A;58534191;347643736;0
CA;2018-2019;37680980101535;01015350101535;Heritage K-8 Charter;Heritage K-8 Charter;0601660;060166011228;1179; KG-08;3;1179;CALPADS Fall 1 Submission enrollment;8410;0;8410;NA;NA;NA;NA;NA;NA;9915390;0;NA;1;0;0;0;1;Directly funded;18787;9934177;0
CA;2018-2019;34765050108415;01084150108415;Heritage Peak Charter;Heritage Peak Charter;0602371;060237111073;1037; KG-12;4;1037;CALPADS Fall 1 Submission enrollment;10128;316;10444;NA;NA;NA;NA;NA;NA;10502736;327692;NA;1;0;0;0;1;Directly funded;0;10830428;0
CA;2018-2019;19646000000000;19646006095434;Hermosa Beach City Elementary;Hermosa Valley Elementary;0617040;061704002162;781; 04-08;3;781;CALPADS Fall 1 Submission enrollment;8922;161;9083;7613;77;7690;1309;84;1393;6968082;125741;7093823;1;0;0;0;1;N/A;32;12105118;0
CA;2018-2019;19646000000000;19646006014047;Hermosa Beach City Elementary;Hermosa View Elementary;0617040;061704002103;563; KG-03;2;563;CALPADS Fall 1 Submission enrollment;8840;61;8901;7892;0;7892;948;61;1009;4976920;34343;5011263;1;0;0;0;1;N/A;32;12105118;0
CA;2018-2019;36750440000000;36750440115444;Hesperia Unified;Canyon Ridge High;0600014;060001412100;221; 09-12;4;221;CALPADS Fall 1 Submission enrollment;15161;1647;16808;12120;1204;13324;3041;443;3484;3350581;363987;3714568;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446108120;Hesperia Unified;Carmel Elementary;0600014;060001409477;777; KG-06;2;777;CALPADS Fall 1 Submission enrollment;9671;1076;10747;6630;633;7263;3041;443;3484;7514367;836052;8350419;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750440114108;Hesperia Unified;Cedar Middle;0600014;060001412103;1162; 07-08;3;1162;CALPADS Fall 1 Submission enrollment;9684;990;10674;6643;547;7190;3041;443;3484;11252808;1150380;12403188;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446105498;Hesperia Unified;Cottonwood Elementary;0600014;060001409081;890; KG-06;2;890;CALPADS Fall 1 Submission enrollment;9720;1000;10720;6679;557;7236;3041;443;3484;8650800;890000;9540800;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750440107805;Hesperia Unified;Cypress School of the Arts;0600014;060001411119;840; KG-06;2;840;CALPADS Fall 1 Submission enrollment;9351;1048;10399;6310;605;6915;3041;443;3484;7854840;880320;8735160;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446035968;Hesperia Unified;Eucalyptus Elementary;0600014;060001409076;665; KG-06;2;665;CALPADS Fall 1 Submission enrollment;9379;1342;10721;6338;899;7237;3041;443;3484;6237035;892430;7129465;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750443630944;Hesperia Unified;Hesperia Community Day;0600014;060001408296;23; 07-12;4;23;CALPADS Fall 1 Submission enrollment;32490;571;33061;29449;128;29577;3041;443;3484;747270;13133;760403;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750443630407;Hesperia Unified;Hesperia High;0600014;060001409072;2019; 09-12;4;2019;CALPADS Fall 1 Submission enrollment;11072;930;12002;8031;487;8518;3041;443;3484;22354368;1877670;24232038;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446059547;Hesperia Unified;Hesperia Junior High;0600014;060001409077;1131; 07-08;3;1131;CALPADS Fall 1 Submission enrollment;9933;1405;11338;6892;962;7854;3041;443;3484;11234223;1589055;12823278;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446108112;Hesperia Unified;Hollyvale Elementary;0600014;060001409476;336; KG-06;2;336;CALPADS Fall 1 Submission enrollment;11402;1262;12664;8361;819;9180;3041;443;3484;3831072;424032;4255104;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446035943;Hesperia Unified;Joshua Circle Elementary;0600014;060001409074;667; KG-06;2;666;CALPADS Fall 1 Submission enrollment;9881;1346;11227;6840;903;7743;3041;443;3484;6580746;896436;7477182;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446035950;Hesperia Unified;Juniper Elementary;0600014;060001409075;710; KG-06;2;710;CALPADS Fall 1 Submission enrollment;9784;1075;10859;6743;632;7375;3041;443;3484;6946640;763250;7709890;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750446100937;Hesperia Unified;Kingston Elementary;0600014;060001409079;741; KG-06;2;740;CALPADS Fall 1 Submission enrollment;8984;1045;10029;5943;602;6545;3041;443;3484;6648160;773300;7421460;1;0;0;0;1;N/A;19507947;266849883;0
CA;2018-2019;36750440000000;36750440119107;Hesperia Unified;Krystal School of Science, Math & Technology;0600014;060001412415;846; KG-06;2;846;CALPADS Fall 1 Submission enrollment;9405;856;10261;6364;413;6777;3041;443;3484;7956630;724176;8680806;1;0;0;0;1;N/A;19507947;266849883;0
